,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,location
4072,Private room,Boston,Jamaica Plain,121,5.0,2,1.0,50.0,42.306812,-71.110524,0101000020E6100000145B41D312C751C09B02999D45274540
4073,Private room,Boston,Roslindale,0,0.0,2,1.0,49.0,42.27494,-71.118197,0101000020E61000000F5F268A90C751C05E2EE23B31234540
4074,Private room,Boston,Hyde Park,23,4.5,2,1.0,50.0,42.269537,-71.11881600000001,0101000020E6100000758F6CAE9AC751C0EE073C3080224540
4075,Private room,Boston,West Roxbury,0,0.0,2,1.0,45.0,42.284312,-71.156759,0101000020E6100000A296E65608CA51C020EEEA5564244540
4076,Private room,Boston,Roslindale,0,0.0,2,1.0,43.0,42.289739000000004,-71.121157,0101000020E61000009D2B4A09C1C751C018B0E42A16254540
4077,Private room,Boston,Roslindale,7,4.5,2,1.0,40.0,42.286448,-71.139325,0101000020E6100000F9A067B3EAC851C09700FC53AA244540
4078,Private room,Boston,West Roxbury,0,0.0,2,1.0,57.0,42.289509,-71.142951,0101000020E61000008D7BF31B26C951C0E77283A10E254540
4079,Private room,Boston,Roslindale,0,0.0,2,1.0,42.0,42.285603,-71.14464699999999,0101000020E6100000BB9D7DE541C951C0DB519CA38E244540
4080,Private room,Boston,Jamaica Plain,0,0.0,2,1.0,60.0,42.32216,-71.114814,0101000020E6100000DEC7D11C59C751C0280AF4893C294540
4081,Private room,Boston,Dorchester,2,0.0,2,1.0,70.0,42.317869,-71.055251,0101000020E610000090847D3B89C351C0C4B46FEEAF284540
4082,Private room,Boston,East Boston,328,4.5,2,1.0,75.0,42.383828,-71.000381,0101000020E61000008CA2073E06C051C001A5A14621314540
4083,Private room,Boston,Dorchester,19,4.0,2,1.0,70.0,42.317281,-71.041246,0101000020E6100000D04543C6A3C251C03352EFA99C284540
4084,Private room,Boston,Mattapan,1,0.0,2,1.0,60.0,42.282204,-71.09631800000001,0101000020E61000000801F9122AC651C07366BB421F244540
4085,Private room,Boston,Roxbury,4,5.0,1,1.0,55.0,42.316435999999996,-71.093912,0101000020E6100000ED2C7AA702C651C077A38FF980284540
4086,Private room,Boston,Jamaica Plain,3,3.5,2,1.0,41.0,42.31951,-71.105377,0101000020E61000000A302C7FBEC651C05B5F24B4E5284540
4087,Private room,Boston,Jamaica Plain,0,0.0,1,1.0,50.0,42.314484,-71.09917,0101000020E6100000A3AF20CD58C651C0C18EFF0241284540
4088,Private room,Boston,Jamaica Plain,0,0.0,2,1.0,54.0,42.300897,-71.111968,0101000020E6100000B58CD47B2AC751C0753BFBCA83264540
4089,Private room,Boston,Jamaica Plain,5,4.0,2,1.0,60.0,42.304434,-71.109677,0101000020E6100000E607AEF204C751C02EE57CB1F7264540
4090,Private room,Boston,Roslindale,11,5.0,2,1.0,50.0,42.282282,-71.116817,0101000020E61000007AA702EE79C751C0EF1F0BD121244540
4091,Private room,Boston,Roslindale,13,5.0,1,1.0,50.0,42.278968,-71.136715,0101000020E6100000D97745F0BFC851C0B5503239B5234540
4092,Private room,Boston,Roslindale,0,0.0,1,0.0,50.0,42.286096,-71.140186,0101000020E6100000DA56B3CEF8C851C01AC231CB9E244540
4093,Private room,Boston,Roslindale,34,5.0,1,1.0,50.0,42.279648,-71.136059,0101000020E6100000E5D4CE30B5C851C027327381CB234540
4094,Private room,Boston,Roslindale,2,0.0,3,1.0,55.0,42.278188,-71.134961,0101000020E6100000124F7633A3C851C0E01115AA9B234540
4095,Private room,Boston,Roslindale,1,0.0,1,1.0,50.0,42.282225,-71.115189,0101000020E6100000F9F6AE415FC751C08A8EE4F21F244540
4096,Private room,Boston,Roslindale,6,5.0,2,1.0,50.0,42.282802000000004,-71.115145,0101000020E6100000115322895EC751C0279F1EDB32244540
4097,Private room,Boston,Mattapan,1,0.0,2,1.0,60.0,42.281358000000004,-71.099395,0101000020E6100000B398D87C5CC651C0E63BF88903244540
4098,Private room,Boston,Dorchester,17,4.5,2,1.0,41.0,42.306290000000004,-71.082711,0101000020E61000003F0114234BC551C0C18BBE8234274540
4099,Private room,Boston,Mattapan,96,4.5,2,1.0,59.0,42.279503999999996,-71.093775,0101000020E6100000AC8BDB6800C651C0F48C7DC9C6234540
4100,Private room,Boston,Roslindale,17,5.0,1,1.0,50.0,42.280279,-71.13587,0101000020E61000007BA01518B2C851C0B760A92EE0234540
4101,Private room,Boston,Mission Hill,10,4.5,2,1.0,60.0,42.329903,-71.109394,0101000020E61000003B18B14F00C751C018EDF1423A2A4540
4102,Private room,Boston,Jamaica Plain,16,5.0,2,1.0,60.0,42.303705,-71.11397099999999,0101000020E6100000516C054D4BC751C0DB5031CEDF264540
4103,Private room,Boston,Jamaica Plain,7,4.5,2,1.0,55.0,42.323273,-71.109147,0101000020E610000037DDB243FCC651C00457790261294540
4104,Private room,Boston,Roslindale,19,5.0,2,1.0,45.0,42.276364,-71.136433,0101000020E610000017467A51BBC851C058E542E55F234540
4105,Private room,Boston,West Roxbury,36,5.0,2,1.0,59.0,42.277537,-71.143478,0101000020E6100000836C59BE2EC951C00937195586234540
4106,Private room,Boston,Roslindale,0,0.0,1,1.0,57.0,42.276270000000004,-71.133075,0101000020E6100000933A014D84C851C0D66EBBD05C234540
4107,Private room,Boston,Roslindale,4,5.0,2,1.0,50.0,42.278533,-71.13374499999999,0101000020E61000003A4030478FC851C0ABED26F8A6234540
4108,Private room,Boston,Jamaica Plain,0,0.0,1,1.0,50.0,42.303909000000004,-71.104365,0101000020E6100000367689EAADC651C0E3FA777DE6264540
4109,Private room,Boston,Jamaica Plain,4,5.0,2,1.0,57.0,42.321515000000005,-71.11744200000001,0101000020E6100000514B732B84C751C033164D6727294540
4110,Private room,Boston,Roslindale,79,5.0,1,1.0,59.0,42.281452,-71.12925,0101000020E610000083C0CAA145C851C068B27F9E06244540
4111,Private room,Boston,West Roxbury,122,5.0,3,1.0,41.0,42.294195,-71.138171,0101000020E61000005C902DCBD7C851C0C8D2872EA8254540
4112,Private room,Boston,Roslindale,14,5.0,1,1.0,45.0,42.280071,-71.125058,0101000020E61000009A0645F300C851C06DC7D45DD9234540
4113,Private room,Boston,Jamaica Plain,189,5.0,2,1.0,60.0,42.295722999999995,-71.119421,0101000020E6100000295DFA97A4C751C067D65240DA254540
4114,Private room,Boston,Dorchester,0,0.0,1,1.0,59.0,42.314996,-71.0564,0101000020E6100000A4DFBE0E9CC351C0772FF7C951284540
4115,Private room,Boston,Dorchester,0,0.0,1,1.0,55.0,42.314637,-71.054181,0101000020E610000022C495B377C351C0478E740646284540
4116,Private room,Boston,Dorchester,22,4.5,1,1.0,60.0,42.294563000000004,-71.05566400000001,0101000020E610000021E4BCFF8FC351C04ACE893DB4254540
4117,Private room,Boston,Dorchester,11,5.0,1,1.0,58.0,42.281245,-71.086042,0101000020E610000047054EB681C551C0EE940ED6FF234540
4118,Private room,Boston,Dorchester,2,0.0,2,1.0,50.0,42.287859999999995,-71.060778,0101000020E61000003E9468C9E3C351C0CDE9B298D8244540
4119,Private room,Boston,Dorchester,18,4.5,2,1.0,58.0,42.282534999999996,-71.08625699999999,0101000020E61000004583143C85C551C0D97C5C1B2A244540
4120,Private room,Boston,Dorchester,2,0.0,2,1.0,55.0,42.285271,-71.06859200000001,0101000020E61000001A31B3CF63C451C0A5BF97C283244540
4121,Private room,Boston,Dorchester,1,0.0,1,1.0,55.0,42.283933000000005,-71.06883499999999,0101000020E61000007E74EACA67C451C0A9A0A2EA57244540
4122,Private room,Boston,Dorchester,4,4.5,1,1.0,55.0,42.283584000000005,-71.066951,0101000020E6100000CFDBD8EC48C451C09DD5027B4C244540
4123,Private room,Boston,Dorchester,7,3.5,2,1.0,60.0,42.311788,-71.075949,0101000020E61000007DCA3159DCC451C083A44FABE8274540
4124,Private room,Boston,Roxbury,0,0.0,1,1.0,50.0,42.324452,-71.085808,0101000020E61000000D6FD6E07DC551C0978FA4A487294540
4125,Private room,Boston,Dorchester,6,4.5,2,1.0,52.0,42.283184999999996,-71.06763000000001,0101000020E61000009F8EC70C54C451C0E0DBF4673F244540
4126,Private room,Boston,Dorchester,3,4.5,2,1.0,60.0,42.286440999999996,-71.066181,0101000020E610000076A73B4F3CC451C0E59D4319AA244540
4127,Private room,Boston,Mattapan,17,5.0,2,1.0,45.0,42.277278,-71.085184,0101000020E61000001E8997A773C551C03DF372D87D234540
4128,Private room,Boston,Dorchester,25,4.5,1,1.0,55.0,42.306803,-71.081962,0101000020E6100000F2608BDD3EC551C048A8195245274540
4129,Private room,Boston,Jamaica Plain,1,0.0,2,1.0,50.0,42.322757,-71.113949,0101000020E61000005D1ABFF04AC751C00DC7F31950294540
4130,Private room,Boston,Jamaica Plain,3,5.0,2,1.0,55.0,42.312422999999995,-71.099405,0101000020E6100000C503CAA65CC651C055C2137AFD274540
4131,Private room,Boston,Roxbury,31,4.5,5,1.0,60.0,42.327535,-71.082954,0101000020E6100000A2444B1E4FC551C0CEA5B8AAEC294540
4132,Private room,Boston,Jamaica Plain,0,0.0,2,1.0,60.0,42.319265,-71.11324599999999,0101000020E6100000C899266C3FC751C0F4E0EEACDD284540
4133,Private room,Boston,Roxbury,15,5.0,2,1.0,58.0,42.322790999999995,-71.09232800000001,0101000020E61000005320B3B3E8C551C0B9382A3751294540
4134,Private room,Boston,Jamaica Plain,0,0.0,1,1.0,55.0,42.315494,-71.10151,0101000020E6100000E38DCC237FC651C0C80A7E1B62284540
4135,Private room,Boston,Roxbury,42,4.5,2,1.0,58.0,42.329454,-71.09309,0101000020E61000006B65C22FF5C551C0A8C4758C2B2A4540
4136,Private room,Boston,Roxbury,10,5.0,2,1.0,54.0,42.317249,-71.092814,0101000020E61000001AA721AAF0C551C027D87F9D9B284540
4137,Private room,Boston,Roxbury,1,0.0,1,1.0,45.0,42.316323,-71.095619,0101000020E61000001478279F1EC651C07EFCA5457D284540
4138,Private room,Boston,Fenway,7,4.5,2,1.0,48.0,42.344516999999996,-71.089632,0101000020E6100000342BDB87BCC551C041F50F22192C4540
4139,Private room,Boston,Jamaica Plain,141,5.0,2,1.0,60.0,42.32162,-71.10551,0101000020E6100000A9D903ADC0C651C0A9DE1AD82A294540
4140,Private room,Boston,Brighton,2,0.0,2,1.0,40.0,42.344424,-71.145664,0101000020E6100000170D198F52C951C08FFAEB15162C4540
4141,Private room,Boston,Fenway,0,0.0,1,1.0,55.0,42.346552,-71.102868,0101000020E610000084F3A96395C651C0842EE1D05B2C4540
4142,Private room,Boston,Jamaica Plain,2,0.0,2,1.0,46.0,42.323570000000004,-71.106708,0101000020E61000002E8ECA4DD4C651C0BDFBE3BD6A294540
4143,Private room,Boston,Allston,8,5.0,2,1.0,59.0,42.348933,-71.13775600000001,0101000020E6100000FAB48AFED0C851C062BF27D6A92C4540
4144,Private room,Boston,Allston,33,5.0,2,1.0,48.0,42.360933,-71.125488,0101000020E61000009702D2FE07C851C00A86730D332E4540
4145,Private room,Boston,Back Bay,3,4.5,1,1.0,50.0,42.343976,-71.082881,0101000020E61000006D1D1CEC4DC551C0F04DD367072C4540
4146,Private room,Boston,Fenway,1,0.0,1,1.0,60.0,42.341483000000004,-71.08952,0101000020E6100000A01518B2BAC551C0EA9106B7B52B4540
4147,Private room,Boston,Roxbury,1,0.0,2,1.0,60.0,42.325849,-71.096368,0101000020E61000006118B0E42AC651C09737876BB5294540
4148,Private room,Boston,Jamaica Plain,60,4.5,2,1.0,55.0,42.298124,-71.114135,0101000020E61000000E15E3FC4DC751C08C135FED28264540
4149,Private room,Boston,Dorchester,5,4.5,2,1.0,59.0,42.288044,-71.060969,0101000020E6100000784485EAE6C351C08EE733A0DE244540
4150,Private room,Boston,Roslindale,91,5.0,2,1.0,58.0,42.285878000000004,-71.12491,0101000020E6100000603C8386FEC751C0AC527AA697244540
4151,Private room,Boston,Dorchester,65,4.5,2,1.0,55.0,42.288807,-71.061408,0101000020E61000009EEDD11BEEC351C08DEDB5A0F7244540
4152,Private room,Boston,Dorchester,12,5.0,2,1.0,50.0,42.289497,-71.061559,0101000020E610000091F12895F0C351C022A5D93C0E254540
4153,Private room,Boston,Jamaica Plain,65,5.0,2,1.0,55.0,42.306333,-71.119025,0101000020E6100000029A081B9EC751C0C15774EB35274540
4154,Private room,Boston,Dorchester,16,4.5,2,1.0,60.0,42.291891,-71.073756,0101000020E610000090F8156BB8C451C0957F2DAF5C254540
4155,Private room,Boston,Roslindale,48,5.0,2,1.0,59.0,42.292438,-71.135765,0101000020E610000041BCAE5FB0C851C0C70DBF9B6E254540
4156,Private room,Boston,Dorchester,56,4.5,4,1.0,59.0,42.289714000000004,-71.06140400000001,0101000020E6100000FDF50A0BEEC351C0BF982D5915254540
4157,Private room,Boston,Roslindale,4,5.0,1,1.0,50.0,42.286561,-71.135852,0101000020E6100000284696CCB1C851C08FA7E507AE244540
4158,Private room,Boston,Mission Hill,0,0.0,1,1.0,43.0,42.328194,-71.101611,0101000020E61000007D7A6CCB80C651C0295FD042022A4540
4159,Private room,Boston,Fenway,0,0.0,2,1.0,50.0,42.341858,-71.089044,0101000020E6100000ECF99AE5B2C551C020F0C000C22B4540
4160,Private room,Boston,Roxbury,11,5.0,3,1.0,60.0,42.324227,-71.080048,0101000020E61000000E87A5811FC551C077BD344580294540
4161,Private room,Boston,Jamaica Plain,47,5.0,2,1.0,50.0,42.303371000000006,-71.11500699999999,0101000020E6100000E9F351465CC751C004C765DCD4264540
4162,Private room,Boston,Mission Hill,1,0.0,1,1.0,50.0,42.327802,-71.105631,0101000020E6100000679C86A8C2C651C01DC87A6AF5294540
4163,Private room,Boston,Roslindale,34,4.5,2,1.0,53.0,42.284562,-71.119726,0101000020E6100000C79E3D97A9C751C099D711876C244540
4164,Private room,Boston,Dorchester,21,4.5,1,1.0,56.0,42.300883,-71.081897,0101000020E6100000FE28EACC3DC551C010768A5583264540
4165,Private room,Boston,Roxbury,1,0.0,1,3.0,50.0,42.318171,-71.092606,0101000020E6100000755AB741EDC551C08FC4CBD3B9284540
4166,Private room,Boston,Roxbury,5,5.0,2,1.0,55.0,42.324774,-71.08710400000001,0101000020E610000073D6A71C93C551C0A94BC63192294540
4167,Private room,Boston,Dorchester,0,0.0,2,1.0,55.0,42.292502,-71.061763,0101000020E61000009546CCECF3C351C0DE019EB470254540
4168,Private room,Boston,Dorchester,5,5.0,2,1.0,50.0,42.29376,-71.066138,0101000020E610000076C1E09A3BC451C0BD6F7CED99254540
4169,Private room,Boston,Jamaica Plain,4,5.0,2,1.0,41.0,42.320783,-71.101091,0101000020E6100000E0BA624678C651C06F0ED76A0F294540
4170,Private room,Boston,Dorchester,2,0.0,1,1.0,59.0,42.318940999999995,-71.058399,0101000020E61000009FC728CFBCC351C0412D060FD3284540
4171,Private room,Boston,Roxbury,6,4.5,1,1.0,49.0,42.309563,-71.087091,0101000020E6100000A93121E692C551C09C86A8C29F274540
4172,Private room,Boston,Jamaica Plain,10,5.0,2,1.0,60.0,42.313421999999996,-71.107119,0101000020E6100000EF71A609DBC651C068EC4B361E284540
4173,Private room,Boston,Roxbury,12,4.5,1,1.0,50.0,42.326407,-71.083733,0101000020E61000002426A8E15BC551C0BE175FB4C7294540
4174,Private room,Boston,Roxbury,0,0.0,2,1.0,59.0,42.324748,-71.087638,0101000020E6100000C2F869DC9BC551C080B8AB5791294540
4175,Private room,Boston,Jamaica Plain,15,5.0,2,1.0,50.0,42.323152,-71.108467,0101000020E61000007F6C921FF1C651C089D1730B5D294540
4176,Private room,Boston,Jamaica Plain,12,4.5,2,1.0,45.0,42.316106,-71.102151,0101000020E61000003D1059A489C651C0E108522976284540
4177,Private room,Boston,Roxbury,8,5.0,4,1.0,49.0,42.326638,-71.08693000000001,0101000020E6100000A4C2D84290C551C0C0D02346CF294540
4178,Private room,Boston,Dorchester,9,4.5,2,1.0,60.0,42.288388,-71.067572,0101000020E61000000588821953C451C08847E2E5E9244540
4179,Private room,Boston,Roxbury,4,4.5,2,1.0,49.0,42.326655,-71.084521,0101000020E6100000D0B4C4CA68C551C09609BFD4CF294540
4180,Private room,Boston,Jamaica Plain,26,4.5,2,1.0,45.0,42.310395,-71.11838,0101000020E61000000820B58993C751C0C4EBFA05BB274540
4181,Private room,Boston,Jamaica Plain,234,5.0,2,1.0,60.0,42.295528000000004,-71.11929,0101000020E61000005A2F8672A2C751C0B1868BDCD3254540
4182,Private room,Boston,Jamaica Plain,80,5.0,1,1.0,45.0,42.312618,-71.106205,0101000020E6100000FD6A0E10CCC651C00A12DBDD03284540
4183,Private room,Boston,Dorchester,71,4.5,3,1.0,48.0,42.289238,-71.06151700000001,0101000020E610000079C9FFE4EFC351C0566133C005254540
4184,Private room,Boston,Dorchester,8,5.0,2,1.0,60.0,42.296575,-71.079944,0101000020E6100000BB6070CD1DC551C0D5E76A2BF6254540
4185,Private room,Boston,Brighton,3,4.5,2,1.0,42.0,42.351824,-71.173808,0101000020E61000001FF296AB1FCB51C055F99E91082D4540
4186,Private room,Boston,Brighton,0,0.0,1,1.0,40.0,42.353182000000004,-71.172945,0101000020E61000006EC0E78711CB51C097C45911352D4540
4187,Private room,Boston,Brighton,0,0.0,2,1.0,60.0,42.344382,-71.167459,0101000020E6100000EF1AF4A5B7CA51C061AA99B5142C4540
4188,Private room,Boston,Brighton,17,5.0,2,1.0,42.0,42.355834,-71.15831999999999,0101000020E6100000609335EA21CA51C00667F0F78B2D4540
4189,Private room,Boston,Brighton,0,0.0,2,1.0,55.0,42.340787,-71.153669,0101000020E61000002D5A80B6D5C951C073F38DE89E2B4540
4190,Private room,Boston,Brighton,1,0.0,1,1.0,50.0,42.350747,-71.16948599999999,0101000020E610000050C8CEDBD8CA51C0C6151747E52C4540
4191,Private room,Boston,Brighton,1,0.0,1,1.0,55.0,42.338588,-71.160319,0101000020E61000005B7B9FAA42CA51C0B66801DA562B4540
4192,Private room,Boston,Brighton,1,0.0,2,1.0,50.0,42.340522,-71.153386,0101000020E6100000836A8313D1C951C0C5C89239962B4540
4193,Private room,Boston,Brighton,12,5.0,4,1.0,50.0,42.342293,-71.151315,0101000020E61000003B191C25AFC951C02A53CC41D02B4540
4194,Private room,Boston,Allston,0,0.0,3,1.0,60.0,42.354892,-71.136839,0101000020E61000004F745DF8C1C851C057CEDE196D2D4540
4195,Private room,Boston,Brighton,0,0.0,2,1.0,50.0,42.346194,-71.137715,0101000020E6100000CB4A9352D0C851C02409C215502C4540
4196,Private room,Boston,Mission Hill,0,0.0,1,1.0,44.0,42.333114,-71.101949,0101000020E61000000937195586C651C07DEBC37AA32A4540
4197,Private room,Boston,Fenway,2,0.0,1,1.0,50.0,42.343112,-71.098387,0101000020E610000080D6FCF84BC651C0BD6E1118EB2B4540
4198,Private room,Boston,Mission Hill,0,0.0,2,1.0,48.0,42.330896,-71.100023,0101000020E61000004276DEC666C651C04930D5CC5A2A4540
4199,Private room,Boston,Allston,0,0.0,1,1.0,50.0,42.356755,-71.137457,0101000020E6100000CDE67118CCC851C09DD7D825AA2D4540
4200,Private room,Boston,Brighton,0,0.0,2,1.0,44.0,42.340764,-71.152603,0101000020E610000060915F3FC4C951C0BBD39D279E2B4540
4201,Private room,Boston,Allston,3,3.5,1,1.0,55.0,42.354887,-71.138653,0101000020E6100000821FD5B0DFC851C04563EDEF6C2D4540
4202,Private room,Boston,Brighton,0,0.0,2,1.0,60.0,42.345339,-71.138079,0101000020E6100000EC504D49D6C851C045847F11342C4540
4203,Private room,Boston,Brighton,0,0.0,2,1.0,60.0,42.339815,-71.154782,0101000020E61000009B00C3F2E7C951C05AD8D30E7F2B4540
4204,Private room,Boston,Brighton,4,5.0,1,1.0,55.0,42.356025,-71.138789,0101000020E6100000DA0242EBE1C851C07AC7293A922D4540
4205,Private room,Boston,Brighton,0,0.0,2,1.0,60.0,42.345158000000005,-71.136597,0101000020E6100000D4EE5701BEC851C0F4F928232E2C4540
4206,Private room,Boston,Allston,0,0.0,2,1.0,56.0,42.350460999999996,-71.126625,0101000020E6100000C976BE9F1AC851C001C3F2E7DB2C4540
4207,Private room,Boston,Brighton,7,4.5,2,1.0,59.0,42.35631,-71.15830600000001,0101000020E6100000AD307DAF21CA51C06F9EEA909B2D4540
4208,Private room,Boston,Allston,6,5.0,2,1.0,60.0,42.3522,-71.134427,0101000020E6100000C32CB4739AC851C05BD3BCE3142D4540
4209,Private room,Boston,Allston,1,0.0,1,1.0,55.0,42.3566,-71.13718100000001,0101000020E61000007C28D192C7C851C076E09C11A52D4540
4210,Private room,Boston,Brighton,4,3.0,2,1.0,55.0,42.336894,-71.15079,0101000020E610000016A4198BA6C951C0FC1BB4571F2B4540
4211,Private room,Boston,Allston,4,4.5,2,1.0,40.0,42.352160999999995,-71.12938199999999,0101000020E61000003BAC70CB47C851C09DF6949C132D4540
4212,Private room,Boston,Brighton,0,0.0,1,0.0,45.0,42.350373,-71.149204,0101000020E6100000AC1BEF8E8CC951C06133C005D92C4540
4213,Private room,Boston,Brighton,89,4.5,2,1.0,44.0,42.335887,-71.148954,0101000020E6100000F0A65B7688C951C066136058FE2A4540
4214,Private room,Boston,Brighton,41,5.0,2,1.0,48.0,42.357029,-71.158569,0101000020E6100000344A97FE25CA51C09E5C5320B32D4540
4215,Private room,Boston,Brighton,25,5.0,1,1.0,49.0,42.353953000000004,-71.15625899999999,0101000020E61000002AADBF2500CA51C019A9F7544E2D4540
4216,Private room,Boston,Brighton,0,0.0,2,1.0,45.0,42.347858,-71.154552,0101000020E61000000262122EE4C951C074D3669C862C4540
4217,Private room,Boston,Brighton,14,5.0,2,1.0,55.0,42.352993,-71.147076,0101000020E6100000B28174B169C951C0C45BE7DF2E2D4540
4218,Private room,Boston,Brighton,13,5.0,2,1.0,60.0,42.352937,-71.157752,0101000020E61000003B38D89B18CA51C03046240A2D2D4540
4219,Private room,Boston,Dorchester,3,4.5,2,1.0,45.0,42.318883,-71.046853,0101000020E61000000CAEB9A3FFC251C00C207C28D1284540
4220,Private room,Boston,Dorchester,3,5.0,2,1.0,55.0,42.283666,-71.068322,0101000020E61000003AE63C635FC451C05A7EE02A4F244540
4221,Private room,Boston,Dorchester,0,0.0,2,0.0,40.0,42.307325,-71.065763,0101000020E61000005C92037635C451C0211FF46C56274540
4222,Private room,Boston,Roslindale,4,5.0,1,1.0,59.0,42.28217,-71.116484,0101000020E610000077A04E7974C751C0C7F484251E244540
4223,Private room,Boston,Roslindale,2,0.0,2,1.0,45.0,42.276775,-71.134688,0101000020E610000079CA6ABA9EC851C0DAACFA5C6D234540
4224,Private room,Boston,West Roxbury,0,0.0,1,1.0,54.0,42.277258,-71.160622,0101000020E610000029417FA147CA51C0F646AD307D234540
4225,Private room,Boston,West Roxbury,1,0.0,2,1.0,60.0,42.277488,-71.16069300000001,0101000020E61000008DEC4ACB48CA51C027840EBA84234540
4226,Private room,Boston,Roslindale,4,4.5,2,1.0,47.0,42.276677,-71.135082,0101000020E6100000CF11F92EA5C851C01747E5266A234540
4227,Private room,Boston,West Roxbury,28,5.0,2,1.0,54.0,42.277378000000006,-71.143571,0101000020E6100000DB696B4430C951C0A0504F1F81234540
4228,Private room,Boston,West Roxbury,0,0.0,1,1.0,45.0,42.27942,-71.159462,0101000020E61000001BBD1AA034CA51C096ECD808C4234540
4229,Private room,Boston,West Roxbury,9,4.0,2,1.0,50.0,42.276583,-71.152398,0101000020E6100000747E8AE3C0C951C096D05D1267234540
4230,Private room,Boston,West Roxbury,6,5.0,1,1.0,60.0,42.276095,-71.162504,0101000020E6100000075E2D7766CA51C068CBB91457234540
4231,Private room,Boston,Roslindale,19,5.0,1,1.0,57.0,42.281942,-71.133372,0101000020E6100000EF8CB62A89C851C036AFEAAC16244540
4232,Private room,Boston,West Roxbury,0,0.0,1,1.0,45.0,42.278865,-71.160032,0101000020E61000001094DBF63DCA51C0E17F2BD9B1234540
4233,Private room,Boston,Jamaica Plain,9,5.0,2,1.0,60.0,42.321415,-71.106764,0101000020E6100000F818AC38D5C651C0D0B8702024294540
4234,Private room,Boston,Brighton,26,4.5,2,1.0,49.0,42.357288,-71.152874,0101000020E6100000289A07B0C8C951C06AA0F99CBB2D4540
4235,Private room,Boston,Brighton,11,5.0,2,1.0,49.0,42.359023,-71.145,0101000020E6100000E17A14AE47C951C083C13577F42D4540
4236,Private room,Boston,Brighton,11,5.0,2,1.0,51.0,42.3531,-71.167225,0101000020E6100000B6847CD0B3CA51C0DA1B7C61322D4540
4237,Private room,Boston,Brighton,2,0.0,3,1.0,41.0,42.346414,-71.137373,0101000020E61000009E961FB8CAC851C03370404B572C4540
4238,Private room,Boston,Brighton,16,5.0,2,1.0,55.0,42.344904,-71.1515,0101000020E610000004560E2DB2C951C03A2174D0252C4540
4239,Private room,Boston,Brighton,7,4.5,1,1.0,51.0,42.343656,-71.14689200000001,0101000020E6100000D102B4AD66C951C07F8978EBFC2B4540
4240,Private room,Boston,Allston,0,0.0,1,1.0,50.0,42.352106,-71.139658,0101000020E6100000FCA71B28F0C851C0D95C35CF112D4540
4241,Private room,Boston,Allston,1,0.0,2,1.0,45.0,42.349016999999996,-71.136151,0101000020E61000005514AFB2B6C851C0C05FCC96AC2C4540
4242,Private room,Boston,Allston,0,0.0,1,1.0,60.0,42.353852,-71.122097,0101000020E6100000247CEF6FD0C751C0E6CFB7054B2D4540
4243,Private room,Boston,Allston,0,0.0,1,0.0,45.0,42.354528,-71.12832900000001,0101000020E61000003788D68A36C851C016C26A2C612D4540
4244,Private room,Boston,Allston,2,0.0,1,1.0,41.0,42.35502,-71.13701800000001,0101000020E6100000A73D25E7C4C851C085B69C4B712D4540
4245,Private room,Boston,Allston,0,0.0,2,1.0,40.0,42.35286,-71.130838,0101000020E6100000BDC458A65FC851C0850838842A2D4540
4246,Private room,Boston,Allston,1,0.0,1,1.0,55.0,42.354634999999995,-71.1383,0101000020E61000005B423EE8D9C851C02C82FFAD642D4540
4247,Private room,Boston,Allston,0,0.0,1,1.0,55.0,42.356451,-71.13661,0101000020E61000009F93DE37BEC851C031D0B52FA02D4540
4248,Private room,Boston,Allston,1,0.0,1,1.0,45.0,42.356144,-71.137121,0101000020E610000011A62897C6C851C054556820962D4540
4249,Private room,Boston,Mission Hill,2,0.0,1,1.0,60.0,42.330725,-71.104466,0101000020E6100000D0622992AFC651C01C7C6132552A4540
4250,Private room,Boston,Brighton,3,4.0,1,1.0,45.0,42.354977000000005,-71.138735,0101000020E6100000E0F3C308E1C851C085EAE6E26F2D4540
4251,Private room,Boston,Allston,0,0.0,1,1.0,45.0,42.354683,-71.136984,0101000020E6100000D1048A58C4C851C03DB9A640662D4540
4252,Private room,Boston,Brighton,1,0.0,2,1.0,46.0,42.350294,-71.147264,0101000020E610000034F8FBC56CC951C015FE0C6FD62C4540
4253,Private room,Boston,Allston,3,5.0,1,1.0,50.0,42.35491,-71.138065,0101000020E610000039EE940ED6C851C0FD82DDB06D2D4540
4254,Private room,Boston,Allston,5,4.0,1,1.0,44.0,42.354521999999996,-71.138728,0101000020E610000087C267EBE0C851C034DB15FA602D4540
4255,Private room,Boston,Allston,4,5.0,2,1.0,50.0,42.351176,-71.139914,0101000020E61000002A90D959F4C851C0EF91CD55F32C4540
4256,Private room,Boston,Allston,22,5.0,2,1.0,60.0,42.348984,-71.130705,0101000020E61000001E1B81785DC851C0E469F981AB2C4540
4257,Private room,Boston,Allston,1,0.0,1,1.0,60.0,42.354057,-71.12737299999999,0101000020E61000002E5915E126C851C0BEF561BD512D4540
4258,Private room,Boston,Allston,0,0.0,2,1.0,45.0,42.353033,-71.131599,0101000020E6100000EC4B361E6CC851C053B4722F302D4540
4259,Private room,Boston,Brighton,7,4.0,2,1.0,50.0,42.352156,-71.146748,0101000020E61000003830B95164C951C08B8BA372132D4540
